STATE,STATE CODE,LGA,WARD,WARD CODE
YOBE,"""07",FUNE,MASHIO,70515
YOBE,"""07",GEIDAM,ASHEIKRI,70603
YOBE,"""07",GEIDAM,BALLE/GALLABA/MELERI,70604
YOBE,"""07",GEIDAM,DAMAKARWA/KUSUR,70605
YOBE,"""07",GEIDAM,DEJINA/FUKURTI,70606
YOBE,"""07",GEIDAM,FUTCHIMIRAM,70607
YOBE,"""07",GEIDAM,FUTCHIMIRAM,70612
YOBE,"""07",GEIDAM,GUMSA,70608
YOBE,"""07",GEIDAM,KAWURI,70609
YOBE,"""07",GEIDAM,MA'ANNA/DAGAMBI,70610
YOBE,"""07",GEIDAM,SHAME KURA / DILAWA,70601
YOBE,"""07",GEIDAM,SHAME KURA / DILAWA,70611
YOBE,"""07",GEIDAM,ZURGU NGILEWA / BORKO,70602
YOBE,"""07",GUJBA,BUNIGARI/LAWANTI,70701
YOBE,"""07",GUJBA,BUNIYADI NORTH / SOUTH,70702
YOBE,"""07",GUJBA,DADINGEL,70703
YOBE,"""07",GUJBA,GONIRI,70704
YOBE,"""07",GUJBA,GOTALA/GOTUMBA,70705
YOBE,"""07",GUJBA,GUJBA,70706
YOBE,"""07",GUJBA,GUJBA,70708
YOBE,"""07",GUJBA,MALLAM DUNARI,70709
YOBE,"""07",GUJBA,MUTAI,70710
YOBE,"""07",GUJBA,NGURBUWA,70711
YOBE,"""07",GUJBA,WAGIR,70707
YOBE,"""07",GUJBA,WAGIR,70712
YOBE,"""07",GULANI,BARA,70801
YOBE,"""07",GULANI,BORNO KIJI/TETTEBA,70802
YOBE,"""07",GULANI,BULARAFA,70803
YOBE,"""07",GULANI,BUMSA,70804
YOBE,"""07",GULANI,DOKSHI,70805
YOBE,"""07",GULANI,GABAI,70806
YOBE,"""07",GULANI,GAGURE,70807
YOBE,"""07",GULANI,GARIN TUWO,70808
YOBE,"""07",GULANI,GULANI,70809
YOBE,"""07",GULANI,KUSHIMAGA,70810
YOBE,"""07",GULANI,NJIBULWA,70811
YOBE,"""07",GULANI,RUHU,70812
YOBE,"""07",JAKUSKO,BUDUWA / SAMINAKA,70901
YOBE,"""07",JAKUSKO,DUMBARI,70902
YOBE,"""07",JAKUSKO,GIDGID / BAYAM,70903
YOBE,"""07",JAKUSKO,GORGORAM,70904
YOBE,"""07",JAKUSKO,JABA,70905
YOBE,"""07",JAKUSKO,JAKUSKO,70910
YOBE,"""07",JAKUSKO,JAWUR/KATAMMA,70906
YOBE,"""07",JAKUSKO,LAFIYA LOI-LOI,70907
YOBE,"""07",JAKUSKO,MUGURAM,70908
YOBE,"""07",JAKUSKO,ZABUDUM / DACHIA,70909
YOBE,"""07",KARASAWA,BUKARTI,71001
YOBE,"""07",KARASAWA,FAJIGANARI,71002
YOBE,"""07",KARASAWA,GARIN GAWO,71004
YOBE,"""07",KARASAWA,GASMA,71005
YOBE,"""07",KARASAWA,JAJI  MAJI,71006
YOBE,"""07",KARASAWA,KARASUWA GALU,71007
YOBE,"""07",KARASAWA,KARAUSWA GARU GUNA,71008
YOBE,"""07",KARASAWA,WACHAKAL,71009
YOBE,"""07",KARASAWA,WARO,71010
YOBE,"""07",KARASAWA,YAJIRI,71003
YOBE,"""07",KARASAWA,YAJIRI,71011
YOBE,"""07",MACHINA,BOGO,71104
YOBE,"""07",MACHINA,DAMAI,71105
YOBE,"""07",MACHINA,DAMAI,71112
YOBE,"""07",MACHINA,DOLE,71106
YOBE,"""07",MACHINA,FALIMARAM,71107
YOBE,"""07",MACHINA,KOM-KOMMA,71108
YOBE,"""07",MACHINA,KUKA-YASKU,71109
YOBE,"""07",MACHINA,LAMISU,71110
YOBE,"""07",MACHINA,MACHINA-KWARI,71101
YOBE,"""07",MACHINA,MACHINA-KWARI,71111
YOBE,"""07",MACHINA,MASKANDARE,71102
YOBE,"""07",MACHINA,TAGANAMA,71103
YOBE,"""07",NANGERE,CHILARIYE,71201
YOBE,"""07",NANGERE,DADISO / CHUKURIWA,71202
YOBE,"""07",NANGERE,DAWASA/G.BABA,71203
YOBE,"""07",NANGERE,DAWASA/G.BABA,71207
YOBE,"""07",NANGERE,DAZIGAU,71208
YOBE,"""07",NANGERE,DEGUBI,71209
YOBE,"""07",NANGERE,KUKURI/CHIROMARI,71210
YOBE,"""07",NANGERE,LANGAWA / DARIN,71211
YOBE,"""07",NANGERE,NANGERE,71204
YOBE,"""07",NANGERE,NANGERE,71212
YOBE,"""07",NANGERE,PAKARAU KARE-KARE/ PAKARAU FULANI,71205
YOBE,"""07",NANGERE,PAKARAU KARE-KARE/ PAKARAU FULANI,71213
YOBE,"""07",NANGERE,PAKARAU KARE-KARE/ PAKARAU FULANI,71216
YOBE,"""07",NANGERE,TIKAU,71206
YOBE,"""07",NANGERE,TIKAU,71214
YOBE,"""07",NANGERE,WATINANI,71215
YOBE,"""07",NGURU,BULABULIN,71302
YOBE,"""07",NGURU,BULANGUWA,71303
YOBE,"""07",NGURU,BULANGUWA,71305
YOBE,"""07",NGURU,BULANGUWA,71307
YOBE,"""07",NGURU,DABULE,71308
YOBE,"""07",NGURU,DUMSAI/DOGON-KUKA,71309
YOBE,"""07",NGURU,GARBI/BAMBORI,71310
YOBE,"""07",NGURU,HAUSARI,71304
YOBE,"""07",NGURU,HAUSARI,71306
YOBE,"""07",NGURU,HAUSARI,71311
YOBE,"""07",NGURU,KANURI,71312
YOBE,"""07",NGURU,MAJA-KURA,71313
YOBE,"""07",NGURU,MIRBA-KABIR/MIRBA SAGIR,71314
YOBE,"""07",NGURU,NGLAIWA,71301
YOBE,"""07",NGURU,NGLAIWA,71315
YOBE,"""07",POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA,71405
YOBE,"""07",POTISKUM,BOLEWA 'A',71406
YOBE,"""07",POTISKUM,BOLEWA 'B',71407
YOBE,"""07",POTISKUM,DANCHUWA/BULA,71408
YOBE,"""07",POTISKUM,DOGO NINI,71409
YOBE,"""07",POTISKUM,DOGO TEBO,71401
YOBE,"""07",POTISKUM,DOGO TEBO,71410
YOBE,"""07",POTISKUM,HAUSAWA / MALAM SALEH,71402
YOBE,"""07",POTISKUM,MAMUDO,71403
YOBE,"""07",POTISKUM,NGOJIN/ALARABA,71404
YOBE,"""07",POTISKUM,NGOJIN/ALARABA,71411
YOBE,"""07",POTISKUM,YERIMARAM/GARIN DAYE/BADEJO/NAHUTA,71412
YOBE,"""07",TARMUWA,BABANGIDA,71501
YOBE,"""07",TARMUWA,BARKAMI / BULTURI,71502
YOBE,"""07",TARMUWA,BIRIRI/CHUROKUSKO,71503
YOBE,"""07",TARMUWA,JUMBAM,71504
YOBE,"""07",TARMUWA,KOKA/SUNGUL,71505
YOBE,"""07",TARMUWA,KORIYEL,71506
YOBE,"""07",TARMUWA,LANTAIWA,71507
YOBE,"""07",TARMUWA,MAFA,71508
YOBE,"""07",TARMUWA,MANDADAWA,71509
YOBE,"""07",TARMUWA,SHEKAU,71510
YOBE,"""07",YUNUSARI,BULTUWA/MAR/YARO,71601
YOBE,"""07",YUNUSARI,DARATOSHIA,71602
YOBE,"""07",YUNUSARI,DEGALTURA/NGAMZAI,71603
YOBE,"""07",YUNUSARI,DEKWA,71604
YOBE,"""07",YUNUSARI,DILALA/KALGI,71605
YOBE,"""07",YUNUSARI,MAIRARI,71606
YOBE,"""07",YUNUSARI,MOZOGUN/KUJARI,71607
YOBE,"""07",YUNUSARI,NGIRABO,71608
YOBE,"""07",YUNUSARI,NGIRABO,71611
YOBE,"""07",YUNUSARI,WADI/KAFIYA,71609
YOBE,"""07",YUNUSARI,ZAJIBIRI / DUMBAL,71610
YOBE,"""07",YUSUFARI,ALANJIRORI,71702
YOBE,"""07",YUSUFARI,GUMSHI,71703
YOBE,"""07",YUSUFARI,GUYA,71704
YOBE,"""07",YUSUFARI,JEBUWA,71705
YOBE,"""07",YUSUFARI,KAJIMARAM/SUMBAR,71706
YOBE,"""07",YUSUFARI,KASKA/TULOTULOWA,71707
YOBE,"""07",YUSUFARI,KUMAGANNAM,71708
YOBE,"""07",YUSUFARI,MAI-MALARI,71709
YOBE,"""07",YUSUFARI,MAYORI,71710
YOBE,"""07",YUSUFARI,YUSUFARI,71701
YOBE,"""07",YUSUFARI,YUSUFARI,71711
ZAMFARA,"""08", GUMMI,BARDOKI,80601
ZAMFARA,"""08", GUMMI,BIRNIN MAGAJI,80602
ZAMFARA,"""08", GUMMI,BIRNIN TUDU,80603
ZAMFARA,"""08", GUMMI,FALALE,80604
ZAMFARA,"""08", GUMMI,GAMO,80605
ZAMFARA,"""08", GUMMI,GAYARI,80606
ZAMFARA,"""08", GUMMI,GYALGANYE,80607
ZAMFARA,"""08", GUMMI,KURFA,80608
ZAMFARA,"""08", GUMMI,MAGAJI,80609
ZAMFARA,"""08", GUMMI,RAFI,80610
ZAMFARA,"""08", GUMMI,UBAN DAWAKI,80611
ZAMFARA,"""08",ANKA, BARAYAR ZAKI,80101
ZAMFARA,"""08",ANKA,BAGEGA,80102
ZAMFARA,"""08",ANKA,DAN GALADIMA,80103
ZAMFARA,"""08",ANKA,GALADIMA,80104
ZAMFARA,"""08",ANKA,MAGAJI,80105
ZAMFARA,"""08",ANKA,MATSERI,80106
ZAMFARA,"""08",ANKA,SABON BIRNI,80107
ZAMFARA,"""08",ANKA,WARAMU,80108
ZAMFARA,"""08",ANKA,WUYA,80109
ZAMFARA,"""08",ANKA,YARSABAYA,80110
ZAMFARA,"""08",BAKURA , BAKURA,80201
ZAMFARA,"""08",BAKURA , DAN KADU,80202
ZAMFARA,"""08",BAKURA , YARGEDA,80203
ZAMFARA,"""08",BAKURA ,BIRNIN TUDU WARD,80204
ZAMFARA,"""08",BAKURA ,DAKKO WARD,80205
ZAMFARA,"""08",BAKURA ,DAMRI WARD,80206
ZAMFARA,"""08",BAKURA ,DANMANAU,80207
ZAMFARA,"""08",BAKURA ,NASARAWA,80208
ZAMFARA,"""08",BAKURA ,RINI,80209
ZAMFARA,"""08",BAKURA ,YANKOFOJI,80210
ZAMFARA,"""08",BIRNIN MAGAJI, KIYANA/N/MALAMI,80301
ZAMFARA,"""08",BIRNIN MAGAJI,Birnin magaji,80302
ZAMFARA,"""08",BIRNIN MAGAJI,DANFANI SABON BIRNI,80303
ZAMFARA,"""08",BIRNIN MAGAJI,GODEL WEST,80304
ZAMFARA,"""08",BIRNIN MAGAJI,gora,80305
ZAMFARA,"""08",BIRNIN MAGAJI,Gusami gari,80306
ZAMFARA,"""08",BIRNIN MAGAJI,GUSAMI HAYI,80307
ZAMFARA,"""08",BIRNIN MAGAJI,MADOMAWA EAST,80308
ZAMFARA,"""08",BIRNIN MAGAJI,MADOMAWA WEST,80309
ZAMFARA,"""08",BIRNIN MAGAJI,N/GODEL EAST,80310
ZAMFARA,"""08",BUKKUYUM,ADABKA,80401
ZAMFARA,"""08",BUKKUYUM,BUKKUYUM,80402
ZAMFARA,"""08",BUKKUYUM,GWASHI,80403
ZAMFARA,"""08",BUKKUYUM,KYARAM,80404
ZAMFARA,"""08",BUKKUYUM,MASAMA,80405
ZAMFARA,"""08",BUKKUYUM,NASARAWA,80406
ZAMFARA,"""08",BUKKUYUM,RUWAN JEMA,80407
ZAMFARA,"""08",BUKKUYUM,YASHI,80408
ZAMFARA,"""08",BUKKUYUM,ZARUMMAI,80409
ZAMFARA,"""08",BUKKUYUM,ZAUMA,80410
ZAMFARA,"""08",BUNGUDU,BELA/RAWAIYA,80501
ZAMFARA,"""08",BUNGUDU,BINGI NORTH,80502
ZAMFARA,"""08",BUNGUDU,BINGI SOUTH,80503
ZAMFARA,"""08",BUNGUDU,BUNGUDU,80504
ZAMFARA,"""08",BUNGUDU,FURFURI/KWAIKWAI,80505
ZAMFARA,"""08",BUNGUDU,GADA/KARAKAI,80506
ZAMFARA,"""08",BUNGUDU,KOTORKOSHI,80507
ZAMFARA,"""08",BUNGUDU,NAHUCHE ,80508
ZAMFARA,"""08",BUNGUDU,SAMAWA,80509
ZAMFARA,"""08",BUNGUDU,SANKALAWA,80510
ZAMFARA,"""08",BUNGUDU,TOFA,80511
ZAMFARA,"""08",GUSAU,GALADINMA,80701
ZAMFARA,"""08",GUSAU,MADA,80702
ZAMFARA,"""08",GUSAU,MADAWAKI,80703
ZAMFARA,"""08",GUSAU,MAGAMI,80704
ZAMFARA,"""08",GUSAU,MAYANA,80705
ZAMFARA,"""08",GUSAU,RIJIYA,80706
ZAMFARA,"""08",GUSAU,RUWAN BORE,80707
ZAMFARA,"""08",GUSAU,SABON GARI,80708
ZAMFARA,"""08",GUSAU,TUNDUN WADA,80709
ZAMFARA,"""08",GUSAU,WANKE,80710
ZAMFARA,"""08",GUSAU,WONAKA,80711
ZAMFARA,"""08",KAURA NAMODA,Banga,80801
ZAMFARA,"""08",KAURA NAMODA,Dan' Isa,80802
ZAMFARA,"""08",KAURA NAMODA,Gabake,80803
ZAMFARA,"""08",KAURA NAMODA,Galadima Dan Galadima,80804
ZAMFARA,"""08",KAURA NAMODA,Kagara,80805
ZAMFARA,"""08",KAURA NAMODA,KAGURKI,80806
ZAMFARA,"""08",KAURA NAMODA,Kurya,80807
ZAMFARA,"""08",KAURA NAMODA,Kyambarawa,80808
ZAMFARA,"""08",KAURA NAMODA,Sakajiki,80809
ZAMFARA,"""08",KAURA NAMODA,Sarkin Mafara,80810
ZAMFARA,"""08",KAURA NAMODA,Yankaba,80811
ZAMFARA,"""08",MARADUN,DAMAGA GAMAGIWA,80901
ZAMFARA,"""08",MARADUN,DOSARA BIRNIN KAYA,80902
ZAMFARA,"""08",MARADUN,FARU MAGAMI,80903
ZAMFARA,"""08",MARADUN,GIDAN GOGA,80904
ZAMFARA,"""08",MARADUN,GORAR NAMAYE,80905
ZAMFARA,"""08",MARADUN,JANBAKO,80906
ZAMFARA,"""08",MARADUN,KAYA,80907
ZAMFARA,"""08",MARADUN,MARADUN NORTH,80908
ZAMFARA,"""08",MARADUN,MARADUN SOUTH,80909
ZAMFARA,"""08",MARADUN,TSIBIRI,80910
ZAMFARA,"""08",MARU,BINDIN,81001
ZAMFARA,"""08",MARU,BINGI,81002
ZAMFARA,"""08",MARU,DANGULBI,81003
ZAMFARA,"""08",MARU,DANKURMI,81004
ZAMFARA,"""08",MARU,DANSADAU,81005
ZAMFARA,"""08",MARU,KANOMA,81006
ZAMFARA,"""08",MARU,KUYANBANA,81007
ZAMFARA,"""08",MARU,MARU,81008
ZAMFARA,"""08",MARU,MAYANCHI,81009
ZAMFARA,"""08",MARU,R/ DORIMA,81010
ZAMFARA,"""08",SHINKAFI, GALADI,81101
ZAMFARA,"""08",SHINKAFI, JANGERU,81102
ZAMFARA,"""08",SHINKAFI,BADARAWA,81103
ZAMFARA,"""08",SHINKAFI,BIRNIN YERO,81104
ZAMFARA,"""08",SHINKAFI,KATURU,81105
ZAMFARA,"""08",SHINKAFI,KURYA,81106
ZAMFARA,"""08",SHINKAFI,KWARE,81107
ZAMFARA,"""08",SHINKAFI,SHANAWA,81108
ZAMFARA,"""08",SHINKAFI,SKF NORTH,81109
ZAMFARA,"""08",SHINKAFI,SKF SOUTH,81110
ZAMFARA,"""08",TALATA MAFARA,GALADIMA,81201
ZAMFARA,"""08",TALATA MAFARA,GARBADU,81202
ZAMFARA,"""08",TALATA MAFARA,Gwaram,81203
ZAMFARA,"""08",TALATA MAFARA,JANGEBE,81204
ZAMFARA,"""08",TALATA MAFARA,KAGARA,81205
ZAMFARA,"""08",TALATA MAFARA,KAYAYE,81206
ZAMFARA,"""08",TALATA MAFARA,MAKERA TAKE TSABA,81207
ZAMFARA,"""08",TALATA MAFARA,MORAI,81208
ZAMFARA,"""08",TALATA MAFARA,RUWAN BORE,81209
ZAMFARA,"""08",TALATA MAFARA,RUWAN GIZO,81210
ZAMFARA,"""08",TALATA MAFARA,SAUNA RUWAN GORA,81211
ZAMFARA,"""08",TSAFE,BILBIS,81301
ZAMFARA,"""08",TSAFE,CHEDIYA,81302
ZAMFARA,"""08",TSAFE,DAN JIBGA,81303
ZAMFARA,"""08",TSAFE,DAUKI,81304
ZAMFARA,"""08",TSAFE,KETA,81305
ZAMFARA,"""08",TSAFE,KWAREN GANUWA,81306
ZAMFARA,"""08",TSAFE,TSAFE CENTRAL,81307
ZAMFARA,"""08",TSAFE,YAN DOTON DAJI,81308
ZAMFARA,"""08",TSAFE,YAN KUZO A,81309
ZAMFARA,"""08",TSAFE,YAN KUZO B,81310
ZAMFARA,"""08",TSAFE,YAN WARE,81311
ZAMFARA,"""08",ZURMI, DOLE,81401
ZAMFARA,"""08",ZURMI,BOKO,81402
ZAMFARA,"""08",ZURMI,DAURAN/BIRNIN TSABA,81403
ZAMFARA,"""08",ZURMI,KANWA,81404
ZAMFARA,"""08",ZURMI,KWASHABAWA,81405
ZAMFARA,"""08",ZURMI,MASHEMA,81406
ZAMFARA,"""08",ZURMI,MAYASA/KUTURU,81407
ZAMFARA,"""08",ZURMI,MORIKI,81408
ZAMFARA,"""08",ZURMI,RUKUDAWA,81409
ZAMFARA,"""08",ZURMI,YANBUKI,81410
ZAMFARA,"""08",ZURMI,ZURMI,81411
